,num_actions,action_cost,r,agent,utility
1,1000,100,0.95,2,28.209762667047286
2,1000,100,0.95,3,25.374283293894926
3,1000,100,0.95,4,22.26567990091451
4,1000,100,0.95,5,19.107783383138937
5,1000,100,0.95,7,12.75361406311828
6,1000,100,0.95,9,6.378416084566157
7,1000,100,0.95,12,-3.192671209270443
8,1000,100,0.95,15,-12.7740347765173
9,1000,100,0.95,20,-28.766140079601204
10,1000,100,0.95,40,-92.80236366707798
11,1000,100,0.95,80,-220.80562389753035
12,1000,100,0.95,1000,-3164.8806091979354
13,1000,100,0.95,Optimal,30.57305146613157
14,1000,100,0.95,Dynamic,30.023730555857902
0,1000,100,1.0,1,32.394935396812656
1,1000,100,1.0,2,29.15544185713139
2,1000,100,1.0,3,25.91594831745012
3,1000,100,1.0,4,22.676454777768857
4,1000,100,1.0,5,19.43696123808759
5,1000,100,1.0,7,12.95797415872506
6,1000,100,1.0,9,6.47898707936253
7,1000,100,1.0,12,-3.239493539681265
8,1000,100,1.0,15,-12.95797415872506
9,1000,100,1.0,20,-29.15544185713139
10,1000,100,1.0,40,-93.94531265075669
11,1000,100,1.0,80,-223.5250542380073
12,1000,100,1.0,1000,-3203.8591107447724
13,1000,100,1.0,Optimal,32.394935396812656
14,1000,100,1.0,Dynamic,32.394935396812656
